qseqid,sseqid,pident
YP_009046372.1,YP_010085209.1,0.642
YP_009177126.1,YP_010085209.1,0.638
YP_006347602.1,YP_009506668.1,0.958
YP_006347602.1,YP_009272718.1,0.955
YP_003987282.1,YP_010777672.1,0.817
YP_003406934.1,YP_009094673.1,1.0
NP_536478.1,NP_671560.1,0.934
NP_619855.1,NP_671560.1,0.947
NP_671560.1,YP_717366.1,0.937
NP_671560.1,YP_009408438.1,0.747
NP_671560.1,YP_004821389.1,0.688
YP_004063491.1,YP_009172833.1,0.69
NP_570514.1,YP_233008.1,0.962
YP_007354486.1,YP_010841881.1,0.752
YP_010789835.1,YP_010841881.1,0.749
YP_010779452.1,YP_010841881.1,0.737
YP_004894644.1,YP_010841881.1,0.732
YP_010788765.1,YP_010841881.1,0.744
YP_010780420.1,YP_010841881.1,0.472
YP_006347602.1,YP_009182006.1,0.969
YP_006347602.1,YP_010793829.1,0.963
NP_042155.1,YP_233008.1,0.959
NP_619922.1,YP_233008.1,0.959
YP_010377115.1,YP_233008.1,0.958
NP_536545.1,YP_233008.1,0.956
NP_042087.1,NP_671560.1,0.936
YP_004894842.1,YP_010788556.1,0.918
YP_007354600.1,YP_010788625.1,0.838
YP_004347043.1,YP_009238627.1,0.852
YP_003406869.1,YP_009238627.1,0.736
NP_051985.1,YP_233008.1,0.733
NP_938295.1,YP_009268757.1,0.631
NP_938295.1,NP_957802.1,0.568
NP_938295.1,NP_957934.1,0.566
NP_043990.1,NP_938295.1,0.558
NP_938295.1,YP_009112764.1,0.557
YP_001497339.1,YP_001498214.1,0.888
NP_042783.1,YP_009702337.1,0.977
YP_009702337.1,YP_009703146.1,0.978
YP_004063491.1,YP_009227166.1,0.734
NP_048226.1,YP_008003891.1,0.601
NP_048226.1,YP_008004199.1,0.599
NP_048226.1,YP_008004501.1,0.599
YP_009702855.1,YP_009703020.1,0.966
YP_009703020.1,YP_009703402.1,0.944
YP_009703020.1,YP_009703729.1,0.944
YP_009703020.1,YP_009703890.1,0.944
YP_009703020.1,YP_009703574.1,0.944
YP_009702688.1,YP_009703020.1,0.944
YP_009702369.1,YP_009703020.1,0.944
YP_009094682.1,YP_009254985.1,0.857
YP_003406944.1,YP_009254985.1,0.859
NP_938295.1,YP_009408242.1,0.689
NP_039152.1,YP_009448112.1,0.954
YP_009238904.1,YP_009507026.1,0.872
YP_762389.1,YP_762432.1,0.973
YP_009701561.1,YP_762389.1,0.949
YP_009254975.1,YP_009345408.1,0.647
NP_671560.1,YP_010377047.1,0.934
NP_671560.1,YP_009143365.1,0.896
YP_009143434.1,YP_233008.1,0.939
YP_009281873.1,YP_233008.1,0.94
YP_009408506.1,YP_233008.1,0.863
YP_004821461.1,YP_233008.1,0.847
YP_009408054.1,YP_233008.1,0.765
YP_001497339.1,YP_009665259.1,0.871
YP_001497339.1,YP_009325557.1,0.862
NP_048448.2,YP_001497339.1,0.86
YP_003986868.1,YP_010777278.1,0.927
YP_009408482.1,YP_010377091.1,0.843
NP_955286.1,YP_009281891.1,0.776
YP_009046420.1,YP_009281891.1,0.773
YP_009046186.1,YP_009281891.1,0.772
YP_009281891.1,YP_009480652.1,0.763
YP_009281891.1,YP_009389387.1,0.746
YP_003457407.1,YP_009281891.1,0.742
YP_009143452.1,YP_009281891.1,0.943
NP_938295.1,YP_009408444.1,0.688
NP_938353.1,YP_233008.1,0.73
NP_051810.1,YP_233008.1,0.728
YP_009329732.1,YP_233008.1,0.714
YP_009703145.1,YP_009703342.1,0.971
NP_042782.1,YP_009703342.1,0.971
YP_009703342.1,YP_009703696.1,0.971
YP_009254985.1,YP_009345389.1,0.661
YP_009281891.1,YP_010085603.1,0.932
YP_009281891.1,YP_010509354.1,0.931
NP_536562.1,YP_009281891.1,0.93
YP_004894190.1,YP_010789220.1,0.809
YP_001648264.1,YP_004062050.1,0.765
YP_009448112.1,YP_010085252.1,0.82
NP_044080.1,YP_009448112.1,0.797
YP_009448112.1,YP_227500.1,0.792
YP_001293307.1,YP_009448112.1,0.786
NP_150550.1,YP_009448112.1,0.786
NP_659688.1,YP_009448112.1,0.785
NP_570273.1,YP_009448112.1,0.786
YP_009702061.1,YP_762389.1,0.88
NP_570490.1,YP_009408482.1,0.844
NP_536521.1,YP_009408482.1,0.844
YP_009408482.1,YP_717411.1,0.842
NP_570273.1,YP_009281891.1,0.836
NP_051828.1,YP_009281891.1,0.837
YP_005296321.1,YP_009281891.1,0.813
NP_044080.1,YP_009281891.1,0.783
YP_009281891.1,YP_010085252.1,0.782
YP_009177160.1,YP_009281891.1,0.78
NP_938295.1,YP_227423.1,0.728
NP_659611.1,NP_938295.1,0.727
NP_938295.1,YP_001293230.1,0.727
YP_010509381.1,YP_233058.1,0.953
YP_010085841.1,YP_010509381.1,0.949
NP_042206.1,YP_010509381.1,0.949
YP_009281891.1,YP_717453.1,0.934
NP_619941.1,YP_009281891.1,0.934
YP_009281891.1,YP_233026.1,0.933
NP_570532.1,YP_009281891.1,0.932
YP_001498530.1,YP_009665411.1,0.907
NP_619922.1,YP_009408054.1,0.765
NP_051810.1,NP_619922.1,0.73
NP_619922.1,YP_009329732.1,0.713
YP_009238959.1,YP_009345213.1,0.837
YP_009701561.1,YP_762432.1,0.946
NP_051748.1,NP_938295.1,0.729
NP_150473.1,NP_938295.1,0.727
NP_051923.1,NP_938295.1,0.711
NP_957878.1,YP_009281891.1,0.738
YP_009281891.1,YP_784337.1,0.731
YP_009162498.1,YP_009281891.1,0.498
NP_042172.1,YP_009281891.1,0.93
NP_073501.1,YP_009448112.1,0.785
YP_009408072.1,YP_009448112.1,0.784
NP_659688.1,YP_009281891.1,0.844
YP_001110936.1,YP_001110975.1,0.959
YP_001110975.1,YP_009701561.1,0.864
YP_001110975.1,YP_762432.1,0.861
NP_051806.1,NP_938349.1,0.76
NP_051806.1,NP_073479.1,0.759
NP_042726.1,YP_009703640.1,0.965
YP_001110975.1,YP_001111029.1,0.985
YP_001110890.1,YP_001110975.1,0.984
YP_001110975.1,YP_001111007.1,0.974
YP_001110975.1,YP_009702097.1,0.967
YP_001110975.1,YP_009702061.1,0.965
YP_001110975.1,YP_009701691.1,0.962
NP_536484.1,NP_938295.1,0.699
NP_938295.1,YP_010509275.1,0.697
YP_010509381.1,YP_717484.1,0.949
NP_619970.1,YP_010509381.1,0.942
NP_938295.1,YP_009281811.1,0.694
NP_570451.1,NP_938295.1,0.694
NP_938295.1,YP_009282757.1,0.691
NP_938295.1,YP_009143372.1,0.69
YP_001426275.1,YP_009701950.1,0.923
NP_073424.1,NP_938295.1,0.862
NP_570196.1,NP_938295.1,0.7
NP_938295.1,YP_010377054.1,0.7
YP_010779499.1,YP_010789800.1,0.946
YP_010776411.1,YP_010789800.1,0.892
YP_010789800.1,YP_010841833.1,0.811
YP_010777263.1,YP_010789800.1,0.8
YP_003986853.1,YP_010789800.1,0.805
NP_051828.1,YP_009448112.1,0.778
YP_009281891.1,YP_009408322.1,0.905
YP_009281891.1,YP_227500.1,0.845
YP_009448112.1,YP_717453.1,0.775
YP_009408322.1,YP_009448112.1,0.776
YP_009046420.1,YP_009448112.1,0.96
YP_009046186.1,YP_009448112.1,0.96
YP_009702805.1,YP_009703127.1,0.964
YP_009702970.1,YP_009703127.1,0.96
YP_009703127.1,YP_009703320.1,0.992
YP_009702477.1,YP_009703127.1,0.982
YP_009703127.1,YP_009703319.1,0.982
YP_009703127.1,YP_009927195.1,0.976
NP_938353.1,YP_010085794.1,0.728
NP_051810.1,YP_010085794.1,0.725
YP_005296303.1,YP_010085794.1,0.715
YP_009329732.1,YP_010085794.1,0.712
NP_938295.1,YP_010085734.1,0.695
NP_671567.1,NP_938295.1,0.694
YP_009702337.1,YP_009702988.1,0.945
YP_009702337.1,YP_009702823.1,0.942
YP_010779659.1,YP_010780826.1,0.42
NP_597944.1,YP_009665601.1,0.746
NP_597947.1,YP_009665601.1,0.744
YP_010776265.1,YP_010780826.1,0.413
NP_620004.1,YP_010509224.1,0.891
NP_620004.1,YP_010085451.1,0.854
YP_009172833.1,YP_009227166.1,0.865
YP_004061702.1,YP_009227166.1,0.758
NP_042723.1,YP_009703083.1,0.97
YP_007674834.1,YP_009227166.1,0.731
YP_008003638.1,YP_008004531.1,0.85
YP_008003638.1,YP_008003929.1,0.849
YP_009329749.1,YP_009448112.1,0.779
NP_570532.1,YP_009448112.1,0.776
NP_619855.1,YP_010085512.1,0.946
YP_005296351.1,YP_009448018.1,0.456
YP_005296351.1,YP_009046333.1,0.455
YP_009046163.1,YP_009046398.1,0.958
YP_009046398.1,YP_009448089.1,0.95
NP_570196.1,YP_009408242.1,0.682
YP_003986477.1,YP_010777835.1,0.831
YP_010780657.1,YP_010781963.1,0.916
YP_001497704.1,YP_001498530.1,0.682
YP_001425652.1,YP_009701702.1,0.765
YP_001425652.1,YP_009325632.1,0.469
YP_005296287.1,YP_010085567.1,0.677
YP_003987144.1,YP_010777542.1,0.913
YP_007354447.1,YP_010789800.1,0.966
YP_009703020.1,YP_009927246.1,0.939
YP_010783527.1,YP_010783566.1,0.517
NP_536609.1,YP_005296351.1,0.576
YP_005296351.1,YP_010085660.1,0.565
YP_005296351.1,YP_010085869.1,0.564
YP_005296351.1,YP_010509402.1,0.563
YP_005296351.1,YP_717526.1,0.562
YP_009702822.1,YP_009703342.1,0.945
YP_009702987.1,YP_009703342.1,0.944
NP_039130.1,YP_009046398.1,0.945
NP_955263.1,YP_009046398.1,0.843
NP_048978.1,YP_001498021.1,0.959
NP_048978.1,YP_009325844.1,0.904
YP_009046398.1,YP_009177143.1,0.817
YP_001648264.1,YP_007674731.1,0.928
YP_001648264.1,YP_009172660.1,0.928
YP_001648264.1,YP_004061797.1,0.921
YP_001648264.1,YP_009664960.1,0.769
YP_009325702.1,YP_009665422.1,0.837
YP_001498021.1,YP_009325844.1,0.905
YP_010085225.1,YP_010085389.1,0.952
YP_009702992.1,YP_009703356.1,0.961
YP_009702992.1,YP_009703862.1,0.961
YP_009702992.1,YP_009703546.1,0.96
YP_009702499.1,YP_009702992.1,0.961
YP_004894340.1,YP_010789069.1,0.471
YP_010085512.1,YP_010085727.1,0.937
YP_009046421.1,YP_009448113.1,0.962
YP_003843.1,YP_009182076.1,0.957
YP_009182076.1,YP_031619.1,0.957
YP_009182076.1,YP_009259394.1,0.956
YP_009182076.1,YP_009506702.1,0.955
YP_009182076.1,YP_164152.1,0.569
YP_005296351.1,YP_009281948.1,0.59
NP_049022.1,YP_009665579.1,0.935
NP_051985.1,YP_010085794.1,0.731
YP_004894368.1,YP_010789576.1,0.82
YP_010789041.1,YP_010789576.1,0.816
YP_006347694.1,YP_009182076.1,0.964
NP_671647.1,YP_010085812.1,0.567
NP_570534.1,YP_010085812.1,0.875
YP_009182076.1,YP_010793898.1,0.964
YP_001110864.1,YP_009701476.1,0.979
YP_004821357.1,YP_005296351.1,0.57
YP_005296351.1,YP_009143326.1,0.685
YP_007354223.1,YP_010789576.1,0.939
YP_009046187.1,YP_009448113.1,0.961
NP_039153.1,YP_009448113.1,0.899
YP_010779742.1,YP_010789576.1,0.891
YP_001498556.1,YP_009665422.1,0.989
YP_009702612.1,YP_009703101.1,0.965
YP_009702612.1,YP_009927169.1,0.952
YP_009182076.1,YP_009272789.1,0.963
YP_009182076.1,YP_009508695.1,0.959
YP_010776185.1,YP_010789576.1,0.816
YP_003986713.1,YP_010789576.1,0.695
YP_010777127.1,YP_010789576.1,0.69
YP_009702774.1,YP_009702939.1,0.971
YP_009702774.1,YP_009703648.1,0.951
YP_009702660.1,YP_009702992.1,0.961
YP_003457407.1,YP_010085252.1,0.729
NP_957878.1,YP_010085252.1,0.726
YP_009162498.1,YP_010085252.1,0.494
YP_009046186.1,YP_009046420.1,0.959
YP_009046186.1,YP_009177160.1,0.904
NP_955286.1,YP_009046186.1,0.9
NP_671684.1,YP_233081.1,0.923
YP_004894612.1,YP_010776419.1,0.931
YP_009552303.1,YP_010084881.1,0.96
YP_009552356.1,YP_010084829.1,0.965
NP_042734.1,YP_009703648.1,0.985
NP_042734.1,YP_009703809.1,0.985
NP_042734.1,YP_009703493.1,0.985
NP_957863.1,NP_957995.1,0.75
YP_007354328.1,YP_010789677.1,0.911
YP_009702774.1,YP_009703809.1,0.951
YP_009701476.1,YP_762363.1,0.815
YP_009701476.1,YP_803265.1,0.635
NP_955149.1,YP_005296351.1,0.447
YP_009702451.1,YP_009702612.1,0.967
YP_009702292.1,YP_009702612.1,0.967
YP_009702612.1,YP_009703498.1,0.966
NP_955286.1,YP_010085252.1,0.822
YP_009046420.1,YP_010085252.1,0.82
YP_009177160.1,YP_010085252.1,0.821
YP_009046186.1,YP_010085252.1,0.819
NP_570273.1,YP_010085252.1,0.796
NP_659688.1,YP_010085252.1,0.794
YP_009408322.1,YP_010085252.1,0.789
YP_009480652.1,YP_010085252.1,0.771
YP_010085252.1,YP_784337.1,0.747
YP_009702827.1,YP_009702992.1,0.982
YP_009702341.1,YP_009702992.1,0.961
YP_009702992.1,YP_009927218.1,0.962
YP_009702992.1,YP_009703150.1,0.961
NP_042787.1,YP_009702992.1,0.961
NP_042176.1,YP_010085812.1,0.877
NP_619992.1,YP_233081.1,0.923
YP_009448112.1,YP_010085603.1,0.773
YP_009448112.1,YP_010509354.1,0.773
YP_005296321.1,YP_009448112.1,0.775
YP_001497435.1,YP_001498302.1,0.965
NP_042734.1,YP_009702939.1,0.957
NP_042734.1,YP_009702774.1,0.953
NP_619941.1,YP_009448112.1,0.774
YP_009143452.1,YP_009448112.1,0.775
NP_042172.1,YP_009448112.1,0.771
YP_009448112.1,YP_009480652.1,0.753
YP_009448112.1,YP_784337.1,0.734
YP_009389387.1,YP_009448112.1,0.724
NP_958010.1,YP_009448112.1,0.718
YP_003457407.1,YP_009448112.1,0.718
NP_039185.1,YP_009046448.1,0.811
NP_044080.1,YP_010085252.1,0.841
NP_039061.1,NP_955178.1,0.517
NP_955178.1,YP_009448016.1,0.399
NP_955178.1,YP_009046095.1,0.524
NP_955178.1,YP_009046332.1,0.521
YP_003987180.1,YP_010777576.1,1.0
NP_039085.1,NP_955178.1,0.389
NP_955178.1,YP_009448026.1,0.396
NP_039070.1,NP_955178.1,0.392
YP_009172554.1,YP_009227166.1,0.72
YP_009703265.1,YP_009703796.1,0.97
YP_003212890.1,YP_009227166.1,0.913
YP_009173073.1,YP_009227166.1,0.757
YP_009703524.1,YP_009927195.1,0.976
YP_009506740.1,YP_031658.1,0.894
NP_955178.1,YP_009046341.1,0.392
NP_955178.1,YP_009046117.1,0.739
NP_051810.1,YP_009329732.1,0.778
NP_051810.1,YP_009408054.1,0.777
NP_051810.1,YP_009143434.1,0.73
NP_051810.1,NP_536545.1,0.719
NP_955178.1,YP_009046331.1,0.398
NP_039060.1,NP_955178.1,0.393
NP_955178.1,YP_009046094.1,0.395
YP_010509399.1,YP_717522.1,0.919
YP_010085866.1,YP_010509399.1,0.899
NP_042734.1,YP_009702607.1,0.985
YP_003986887.1,YP_010776374.1,0.644
YP_010776374.1,YP_010780579.1,0.637
YP_010776374.1,YP_010777296.1,0.641
NP_957878.1,YP_009448112.1,0.714
YP_009177160.1,YP_009448112.1,0.903
NP_955286.1,YP_009448112.1,0.901
YP_010776374.1,YP_010788847.1,0.931
YP_010776374.1,YP_010789758.1,0.743
YP_010776374.1,YP_010779542.1,0.739
NP_042734.1,YP_009703282.1,0.985
NP_042734.1,YP_009703096.1,0.985
YP_009448112.1,YP_010377133.1,0.774
YP_009448112.1,YP_233026.1,0.774
NP_042734.1,YP_009702446.1,0.985
NP_042734.1,YP_009702287.1,0.985
YP_009702825.1,YP_009703148.1,0.899
YP_001498302.1,YP_009665302.1,0.955
NP_048529.2,YP_001498302.1,0.815
YP_001426411.1,YP_001498302.1,0.712
YP_009143424.1,YP_009281863.1,0.948
YP_009281891.1,YP_009448112.1,0.774
NP_536562.1,YP_009448112.1,0.772
NP_042775.1,YP_009702648.1,1.0
NP_042775.1,YP_009702329.1,1.0
NP_042775.1,YP_009703138.1,1.0
NP_042775.1,YP_009927206.1,1.0
YP_009703282.1,YP_009703648.1,0.985
NP_150476.1,NP_659614.1,0.921
NP_150476.1,YP_001293233.1,0.918
YP_010777920.1,YP_010778792.1,0.654
YP_010777920.1,YP_010778284.1,0.632
YP_010777920.1,YP_010778902.1,0.627
YP_010777920.1,YP_010778049.1,0.626
YP_010777920.1,YP_010778684.1,0.621
YP_010777920.1,YP_010778561.1,0.615
YP_010781247.1,YP_010782631.1,0.901
YP_010776374.1,YP_010781873.1,0.632
YP_004894563.1,YP_010776374.1,0.938
NP_042775.1,YP_009703534.1,1.0
NP_042775.1,YP_009702487.1,1.0
YP_009506740.1,YP_009508656.1,0.881
YP_009272737.1,YP_009506740.1,0.83
YP_006347626.1,YP_009506740.1,0.738
YP_009506740.1,YP_010793847.1,0.678
YP_004063491.1,YP_007674834.1,0.904
YP_007674834.1,YP_009172554.1,0.843
YP_007674834.1,YP_009173073.1,0.759
YP_004061702.1,YP_007674834.1,0.733
YP_007674834.1,YP_009172833.1,0.686
NP_042765.1,YP_009703524.1,0.982
YP_009703524.1,YP_009703679.1,0.981
YP_009702434.1,YP_009703083.1,0.97
YP_009703083.1,YP_009703266.1,0.97
YP_009703083.1,YP_009703482.1,0.97
YP_004062050.1,YP_009173168.1,0.771
YP_004063584.1,YP_009173168.1,0.986
YP_004061797.1,YP_009173168.1,1.0
YP_007674731.1,YP_009173168.1,0.943
YP_009172660.1,YP_009173168.1,0.94
YP_001648264.1,YP_009173168.1,0.922
YP_004821450.1,YP_717425.1,0.85
YP_009408044.1,YP_717425.1,0.778
YP_010779659.1,YP_010789651.1,0.819
YP_010776265.1,YP_010779659.1,0.595
YP_009702939.1,YP_009703282.1,0.957
YP_009702825.1,YP_009702990.1,0.903
NP_042785.1,YP_009702825.1,0.9
YP_009702497.1,YP_009702825.1,0.9
YP_009702825.1,YP_009703860.1,0.899
NP_042775.1,YP_009703335.1,1.0
NP_671618.1,YP_717425.1,0.953
YP_010085573.1,YP_717425.1,0.952
NP_536535.1,YP_717425.1,0.95
YP_009238776.1,YP_009506899.1,0.715
NP_619995.1,YP_010085866.1,0.933
NP_619995.1,YP_717522.1,0.922
NP_619995.1,YP_010509399.1,0.902
YP_004821439.1,YP_009143414.1,0.803
YP_009143414.1,YP_227463.1,0.703
NP_150513.1,YP_009143414.1,0.687
YP_009143414.1,YP_010085214.1,0.633
YP_009703282.1,YP_009703809.1,0.985
YP_009702446.1,YP_009703282.1,0.985
YP_009702607.1,YP_009703282.1,0.985
YP_009703096.1,YP_009703282.1,0.985
YP_009173168.1,YP_009664960.1,0.782
YP_007354423.1,YP_010780555.1,0.696
YP_009143424.1,YP_717425.1,0.926
YP_009281863.1,YP_717425.1,0.922
YP_009282809.1,YP_717425.1,0.921
YP_007354586.1,YP_010789943.1,0.812
YP_009143414.1,YP_010085563.1,0.916
YP_009143414.1,YP_010085774.1,0.906
YP_009143414.1,YP_010377095.1,0.904
NP_042135.1,YP_009143414.1,0.904
NP_049022.1,YP_001498869.1,0.935
NP_049022.1,YP_009325868.1,0.915
NP_042145.1,YP_717425.1,0.959
NP_619912.1,YP_717425.1,0.959
YP_232998.1,YP_717425.1,0.958
NP_570504.1,YP_717425.1,0.957
YP_010377105.1,YP_717425.1,0.955
YP_009702595.1,YP_009703083.1,0.967
YP_009408038.1,YP_010509320.1,0.709
YP_005296287.1,YP_010509320.1,0.673
NP_619970.1,YP_717484.1,0.942
YP_010779648.1,YP_010788946.1,0.752
YP_003987136.1,YP_010777535.1,0.948
YP_010085632.1,YP_717484.1,0.938
YP_009143480.1,YP_717484.1,0.904
YP_009282865.1,YP_717484.1,0.9
YP_009281919.1,YP_717484.1,0.888
YP_003987029.1,YP_010777429.1,0.933
YP_003406996.1,YP_009255043.1,0.867
YP_003987294.1,YP_010777681.1,0.81
YP_009046217.1,YP_009046448.1,0.893
YP_009046448.1,YP_009448147.1,0.826
NP_536478.1,YP_009408438.1,0.746
YP_007354423.1,YP_010779527.1,0.916
YP_007354423.1,YP_010776387.1,0.793
YP_004894576.1,YP_007354423.1,0.793
YP_007354423.1,YP_010788834.1,0.786
NP_044080.1,YP_009046186.1,0.796
NP_659688.1,YP_009046186.1,0.785
NP_570273.1,YP_009046186.1,0.784
NP_570532.1,YP_009046186.1,0.774
YP_009046186.1,YP_009408322.1,0.776
NP_619941.1,YP_009046186.1,0.773
YP_009046186.1,YP_010085603.1,0.771
YP_009046186.1,YP_009143452.1,0.773
YP_010085252.1,YP_010509354.1,0.78
NP_536562.1,YP_010085252.1,0.78
YP_010085252.1,YP_010085603.1,0.78
YP_009702275.1,YP_009703083.1,0.97
YP_004821389.1,YP_009408438.1,0.79
NP_042087.1,YP_009408438.1,0.75
NP_619855.1,YP_009408438.1,0.75
YP_009408438.1,YP_717366.1,0.747
YP_009143365.1,YP_009408438.1,0.746
NP_149891.1,YP_009046809.1,0.621
YP_004895137.1,YP_010776886.1,0.965
YP_003987429.1,YP_004895137.1,0.914
YP_005296288.1,YP_009408491.1,0.785
YP_005296288.1,YP_010085383.1,0.784
NP_570499.1,YP_005296288.1,0.775
YP_005296288.1,YP_009282804.1,0.772
YP_003986876.1,YP_007354423.1,0.682
YP_006347685.1,YP_009506692.1,0.674
YP_004061838.1,YP_004063626.1,1.0
YP_007354423.1,YP_010777285.1,0.681
NP_044046.1,YP_005296288.1,0.774
YP_005296288.1,YP_009329717.1,0.924
NP_150518.1,YP_005296288.1,0.837
YP_008357321.1,YP_009010785.1,0.953
YP_008357321.1,YP_009010316.1,0.941
YP_008357321.1,YP_009010558.1,0.667
YP_004732928.1,YP_008357321.1,0.67
YP_003987343.1,YP_010779967.1,0.71
YP_003987343.1,YP_010789397.1,0.69
YP_003987343.1,YP_010776855.1,0.689
YP_010776265.1,YP_010788958.1,0.868
YP_010779659.1,YP_010788958.1,0.59
YP_010788958.1,YP_010789651.1,0.587
YP_007354423.1,YP_010781850.1,0.697
YP_009408438.1,YP_010377047.1,0.745
YP_004894615.1,YP_010788795.1,0.915
NP_619870.1,YP_232955.1,0.966
YP_003986993.1,YP_010788958.1,0.429
YP_010780826.1,YP_010788958.1,0.402
YP_009702970.1,YP_009703679.1,0.958
YP_009703679.1,YP_009703841.1,0.99
YP_009703320.1,YP_009703679.1,0.99
YP_009701480.1,YP_762364.1,0.655
YP_009702494.1,YP_009703145.1,0.971
NP_042782.1,YP_009702494.1,0.971
NP_570444.1,YP_010085512.1,0.936
YP_010085512.1,YP_717366.1,0.936
NP_671560.1,YP_010085512.1,0.935
NP_042087.1,YP_010085512.1,0.934
NP_536478.1,YP_010085512.1,0.932
YP_010085512.1,YP_010377047.1,0.932
YP_009281804.1,YP_010085512.1,0.897
YP_009408490.1,YP_010509320.1,0.869
NP_051742.1,NP_051917.1,0.829
YP_010779568.1,YP_010789735.1,0.941
YP_004894541.1,YP_010779568.1,0.852
YP_010779568.1,YP_010788868.1,0.849
YP_010085779.1,YP_010509321.1,0.949
NP_570499.1,YP_010085779.1,0.948
YP_010085568.1,YP_010085779.1,0.947
YP_009281858.1,YP_010085779.1,0.939
YP_009282804.1,YP_010085779.1,0.935
YP_009143419.1,YP_010085779.1,0.932
YP_009702272.1,YP_009702431.1,0.957
YP_009702272.1,YP_009703479.1,0.957
YP_009702272.1,YP_009927146.1,0.95
YP_009408453.1,YP_232955.1,0.841
NP_042102.1,YP_232955.1,0.968
YP_009408251.1,YP_232955.1,0.846
YP_010781110.1,YP_010782495.1,0.627
YP_010377062.1,YP_232955.1,0.971
YP_232955.1,YP_717383.1,0.971
NP_570461.1,YP_232955.1,0.969
YP_004821405.1,YP_232955.1,0.805
YP_009408000.1,YP_232955.1,0.762
NP_570202.1,YP_232955.1,0.707
YP_009702638.1,YP_009703679.1,0.981
YP_009703127.1,YP_009703679.1,0.981
YP_009703319.1,YP_009703679.1,0.981
YP_009703679.1,YP_009927195.1,0.974
YP_009702805.1,YP_009703679.1,0.963
YP_007354241.1,YP_010789593.1,0.666
YP_009143365.1,YP_010085512.1,0.895
YP_009702477.1,YP_009703679.1,0.981
YP_010780715.1,YP_010782023.1,0.84
YP_003986619.1,YP_010777042.1,0.964
YP_003987429.1,YP_010841142.1,0.913
YP_004895137.1,YP_010841142.1,0.906
YP_010776886.1,YP_010841142.1,0.894
YP_009112840.1,YP_009448112.1,0.698
YP_009162498.1,YP_009448112.1,0.495
YP_009325615.1,YP_009665325.1,0.865
YP_004894796.1,YP_010776590.1,0.914
NP_536492.1,YP_232955.1,0.965
YP_010085528.1,YP_232955.1,0.959
YP_010085742.1,YP_232955.1,0.958
NP_671575.1,YP_232955.1,0.952
YP_009281820.1,YP_232955.1,0.919
YP_009282766.1,YP_232955.1,0.918
YP_009143381.1,YP_232955.1,0.913
NP_671612.1,YP_010509320.1,0.96
NP_042206.1,YP_717484.1,0.958
YP_009702944.1,YP_009703653.1,0.932
NP_039207.1,YP_009448168.1,0.799
NP_955032.1,YP_009448168.1,0.779
YP_009702272.1,YP_009703080.1,0.957
YP_009702272.1,YP_009703261.1,0.957
YP_004732908.1,YP_009010540.1,0.788
YP_004732908.1,YP_008357305.1,0.672
YP_004732908.1,YP_009010301.1,0.538
NP_536530.1,YP_010085779.1,0.956
NP_619907.1,YP_010085779.1,0.955
YP_010779466.1,YP_010781734.1,0.694
YP_007354477.1,YP_010781734.1,0.779
YP_001498346.1,YP_009665325.1,0.97
NP_048569.4,YP_009665325.1,0.936
YP_010779492.1,YP_010780481.1,0.756
YP_010780481.1,YP_010841839.1,0.756
YP_004894608.1,YP_010780481.1,0.745
YP_003986848.1,YP_010780481.1,0.742
YP_009143386.1,YP_010377067.1,0.885
YP_010776590.1,YP_010788609.1,0.9
YP_010780441.1,YP_010781734.1,0.786
YP_010781734.1,YP_010789826.1,0.738
YP_010781734.1,YP_010788776.1,0.716
YP_004894633.1,YP_010781734.1,0.579
YP_010776439.1,YP_010781734.1,0.578
YP_003986825.1,YP_010781734.1,0.541
YP_010777236.1,YP_010781734.1,0.538
YP_009703083.1,YP_009927150.1,0.954
NP_570498.1,YP_010509320.1,0.964
YP_010085567.1,YP_010509320.1,0.963
YP_009046186.1,YP_009480652.1,0.754
YP_009046186.1,YP_784337.1,0.733
YP_003457407.1,YP_009046186.1,0.716
YP_009143386.1,YP_010085533.1,0.883
YP_010780518.1,YP_010781809.1,0.925
YP_010777258.1,YP_010780481.1,0.738
YP_009172559.1,YP_009172838.1,0.549
YP_009172559.1,YP_009227167.1,0.556
YP_010779676.1,YP_010841338.1,0.611
YP_010788659.1,YP_010841338.1,0.552
YP_010776729.1,YP_010841338.1,0.659
YP_010777029.1,YP_010841338.1,0.627
YP_003986606.1,YP_010841338.1,0.625
YP_007354283.1,YP_010841338.1,0.629
YP_010780235.1,YP_010841338.1,0.578
YP_010780481.1,YP_010789804.1,0.757
YP_004821389.1,YP_010085512.1,0.687
YP_004061707.1,YP_009172559.1,0.429
YP_010780481.1,YP_010781772.1,1.0
YP_008004202.1,YP_008004504.1,0.944
NP_612256.1,YP_009163883.1,0.631
YP_008003738.1,YP_009665942.1,0.796
YP_003457308.1,YP_003457433.1,0.958
YP_008658502.1,YP_009408289.1,0.794
YP_005296288.1,YP_009408289.1,0.789
NP_536497.1,YP_009143386.1,0.883
NP_042107.1,YP_009143386.1,0.881
YP_009143386.1,YP_010085747.1,0.881
NP_570466.1,YP_009143386.1,0.88
YP_009143452.1,YP_010085252.1,0.784
NP_570532.1,YP_010085252.1,0.781
NP_619941.1,YP_010085252.1,0.78
NP_671613.1,YP_010085779.1,0.955
YP_010085779.1,YP_717420.1,0.953
YP_010085779.1,YP_010377100.1,0.953
NP_042140.1,YP_010085779.1,0.951
NP_150518.1,YP_010085779.1,0.812
