qseqid,sseqid,pident
NP_043988.1,YP_009046330.1,49.825
NP_051988.1,YP_009329735.1,60.884
YP_010777855.1,YP_010777932.1,65.55
YP_010777855.1,YP_010778728.1,67.542
YP_010777855.1,YP_010777946.1,68.0
YP_010777855.1,YP_010779013.1,76.177
YP_010777855.1,YP_010778973.1,69.104
NP_597675.1,YP_009177049.1,82.64
NP_150524.1,NP_597675.1,54.973
YP_001293301.1,YP_009408518.1,51.959
YP_001293301.1,YP_009408316.1,51.86
NP_536556.1,YP_001293301.1,53.996
YP_001293301.1,YP_010085596.1,54.624
YP_001293301.1,YP_010377127.1,54.212
YP_001293301.1,YP_009281885.1,54.957
YP_001293301.1,YP_010085805.1,53.151
YP_001293301.1,YP_009282831.1,55.076
YP_001293301.1,YP_717447.1,53.571
YP_010777855.1,YP_010777888.1,73.224
NP_064923.1,YP_008004008.1,64.192
NP_064923.1,YP_008003700.1,64.807
NP_064923.1,YP_008004563.1,68.884
NP_064923.1,YP_008004261.1,70.323
NP_051988.1,YP_005296306.1,61.768
NP_051988.1,YP_227485.1,64.534
YP_009052257.1,YP_009052432.1,71.827
NP_064929.1,YP_008004566.1,76.119
NP_671640.1,YP_001293301.1,53.361
YP_001293301.1,YP_233020.1,53.571
YP_001293301.1,YP_009143446.1,55.724
NP_042166.1,YP_001293301.1,53.766
YP_001293301.1,YP_009408066.1,56.159
YP_001293301.1,YP_005296315.1,57.983
YP_001293301.1,YP_009329743.1,58.824
NP_073495.1,YP_001293301.1,58.091
YP_004895091.1,YP_010789128.1,61.731
YP_004895091.1,YP_010788425.1,58.333
NP_064929.1,YP_008004264.1,78.027
NP_051988.1,YP_008658523.1,46.366
NP_051988.1,YP_009281876.1,49.504
NP_051988.1,YP_233011.1,49.89
NP_051988.1,YP_009143437.1,50.386
NP_051988.1,YP_010377118.1,50.22
NP_042158.1,NP_051988.1,50.0
NP_051988.1,YP_010085587.1,49.78
NP_051988.1,NP_536548.1,50.22
NP_051988.1,YP_717438.1,50.0
NP_051988.1,YP_010509339.1,49.89
NP_051988.1,YP_009408509.1,49.344
NP_051988.1,YP_010085797.1,49.945
NP_051988.1,YP_009408307.1,49.891
NP_051988.1,YP_009408057.1,54.733
YP_003457311.1,YP_009112865.1,62.14
YP_003457311.1,YP_003457430.1,100.0
YP_003407058.1,YP_009238947.1,64.486
NP_064929.1,YP_009001604.1,46.288
NP_064929.1,YP_008004005.1,76.048
NP_064929.1,YP_008003703.1,76.453
YP_004061487.1,YP_009172837.1,78.198
YP_004895091.1,YP_010789368.1,58.634
YP_004895091.1,YP_010788586.1,58.687
YP_004895091.1,YP_010789867.1,60.282
YP_001293301.1,YP_227494.1,59.006
NP_938365.1,YP_001293301.1,57.173
NP_051997.1,YP_001293301.1,58.958
YP_001293301.1,YP_010509348.1,53.361
YP_004061487.1,YP_009173077.1,78.779
YP_004061487.1,YP_004061953.1,80.233
YP_010803863.1,YP_010803864.1,50.249
YP_010803861.1,YP_010803862.1,47.542
YP_010776608.1,YP_010788498.1,62.5
YP_010776608.1,YP_010788587.1,60.788
YP_010776608.1,YP_010789237.1,59.916
YP_010776608.1,YP_010788426.1,62.775
NP_051988.1,YP_009389374.1,39.824
NP_659682.1,YP_001293301.1,95.833
NP_051988.1,YP_009112825.1,39.588
NP_051988.1,YP_009268819.1,43.011
NP_051988.1,YP_010085400.1,44.053
YP_010803800.1,YP_010841338.1,36.279
YP_004061487.1,YP_007676128.1,72.965
YP_004061487.1,YP_009665111.1,73.256
YP_004061487.1,YP_007674830.1,77.907
YP_004061487.1,YP_009172558.1,77.907
YP_003407058.1,YP_009345538.1,67.765
NP_051822.1,YP_001293301.1,59.499
YP_004895091.1,YP_010789121.1,61.062
YP_004895091.1,YP_010788498.1,56.007
YP_004895091.1,YP_010788724.1,57.937
YP_003407058.1,YP_009094612.1,68.075
NP_073493.1,YP_001293299.1,62.992
NP_659680.1,YP_001293299.1,97.347
NP_051988.1,YP_009177149.1,39.173
NP_051988.1,YP_009448096.1,38.31
NP_051988.1,YP_009046405.1,38.529
NP_051988.1,YP_009046170.1,38.749
NP_051988.1,YP_003457392.1,38.749
YP_009238987.1,YP_009345183.1,76.093
YP_010377111.1,YP_717431.1,98.447
YP_010509332.1,YP_717431.1,98.913
YP_009238985.1,YP_009254825.1,62.247
YP_009238985.1,YP_009310371.1,73.094
YP_009238985.1,YP_009345185.1,80.726
YP_009238985.1,YP_009507117.1,84.807
YP_001293299.1,YP_227492.1,67.277
YP_009282815.1,YP_717431.1,92.713
YP_009281869.1,YP_717431.1,93.953
YP_010085790.1,YP_717431.1,97.991
YP_010085580.1,YP_717431.1,97.671
YP_010085393.1,YP_717431.1,53.619
YP_010085229.1,YP_717431.1,53.914
YP_009268812.1,YP_717431.1,53.555
YP_009480630.1,YP_717431.1,54.824
YP_009408050.1,YP_717431.1,62.918
YP_005296299.1,YP_717431.1,62.712
YP_009329728.1,YP_717431.1,63.482
YP_008658516.1,YP_717431.1,62.212
YP_004821457.1,YP_717431.1,80.495
YP_009408502.1,YP_717431.1,84.961
YP_009238987.1,YP_009507118.1,71.907
NP_051988.1,YP_010085236.1,43.833
YP_009143430.1,YP_717431.1,92.558
YP_003457385.1,YP_717431.1,46.892
YP_009112818.1,YP_717431.1,48.05
YP_009389367.1,YP_717431.1,50.177
YP_010087884.1,YP_073522.1,84.913
YP_009342127.1,YP_073522.1,85.078
YP_009046398.1,YP_717431.1,53.429
YP_009046163.1,YP_717431.1,53.429
YP_009408300.1,YP_717431.1,84.627
NP_051988.1,YP_009480637.1,45.189
NP_051988.1,YP_009282822.1,49.283
YP_009177143.1,YP_717431.1,53.636
YP_010377112.1,YP_717432.1,93.972
YP_010509333.1,YP_717432.1,92.908
YP_003407058.1,YP_009255216.1,70.423
YP_003407058.1,YP_009507006.1,69.626
NP_051969.1,NP_659655.1,76.718
NP_659655.1,YP_227467.1,78.117
YP_009448089.1,YP_717431.1,53.323
NP_043988.1,YP_009281808.1,56.085
YP_009238978.1,YP_009507110.1,93.091
YP_009238978.1,YP_009345192.1,93.091
YP_009143433.1,YP_717434.1,92.742
YP_009282818.1,YP_717434.1,93.28
YP_010085583.1,YP_717434.1,95.699
YP_010509335.1,YP_717434.1,98.118
YP_010377114.1,YP_717434.1,97.849
YP_004821460.1,YP_717434.1,74.194
YP_009408505.1,YP_717434.1,76.882
YP_009408303.1,YP_717434.1,77.151
YP_009281872.1,YP_717434.1,92.204
YP_005296303.1,YP_717435.1,69.177
YP_008658520.1,YP_717435.1,67.183
YP_009408054.1,YP_717435.1,73.389
YP_004821461.1,YP_717435.1,84.085
YP_009408304.1,YP_717435.1,86.338
YP_009408506.1,YP_717435.1,86.479
YP_009281873.1,YP_717435.1,96.322
YP_010085793.1,YP_717434.1,98.118
NP_043988.1,NP_536481.1,56.79
NP_043988.1,YP_009282754.1,56.085
NP_064935.1,YP_008003709.1,71.772
NP_064935.1,YP_008004001.1,77.681
NP_064935.1,YP_008004570.1,83.37
NP_064935.1,YP_008004268.1,83.807
YP_009282819.1,YP_717435.1,96.197
YP_010377115.1,YP_717435.1,98.451
YP_010085584.1,YP_717435.1,98.873
YP_010085794.1,YP_717435.1,98.732
YP_010509336.1,YP_717435.1,99.577
NP_659655.1,YP_010377099.1,67.134
NP_659655.1,NP_671612.1,67.006
NP_659655.1,YP_004821443.1,67.178
NP_659655.1,YP_009408288.1,69.093
NP_659655.1,YP_010085567.1,67.006
NP_659655.1,YP_005296287.1,68.582
NP_659655.1,YP_009329716.1,69.338
NP_659655.1,YP_009408038.1,72.3
NP_659655.1,NP_938338.1,77.099
YP_010777794.1,YP_010788896.1,66.593
YP_010777794.1,YP_010789707.1,62.198
YP_010777794.1,YP_010841263.1,75.221
NP_051794.1,NP_659655.1,76.463
YP_009143434.1,YP_717435.1,96.056
NP_042091.1,NP_043988.1,56.261
NP_043988.1,YP_717370.1,55.732
NP_043988.1,YP_010085731.1,56.085
NP_043988.1,YP_003457327.1,55.379
NP_043988.1,NP_051921.1,50.088
NP_043988.1,NP_957931.1,57.496
NP_043988.1,NP_938293.1,50.617
NP_043988.1,NP_073422.1,51.499
NP_043988.1,YP_004821393.1,53.616
NP_043988.1,NP_051746.1,52.212
NP_043988.1,YP_227421.1,50.353
NP_043988.1,YP_009268750.1,54.417
YP_003407058.1,YP_009255115.1,72.494
NP_659674.1,YP_001293293.1,96.53
NP_073468.1,NP_659655.1,78.499
NP_955270.1,YP_001293292.1,39.168
YP_001293292.1,YP_009177149.1,40.087
YP_001293292.1,YP_009448096.1,41.157
YP_001293292.1,YP_009046405.1,40.939
YP_001293292.1,YP_009046170.1,41.485
YP_001293292.1,YP_003457392.1,38.245
NP_957863.1,YP_001293292.1,38.436
NP_957995.1,YP_001293292.1,38.52
YP_001293292.1,YP_009112825.1,38.979
YP_001293292.1,YP_009389374.1,39.608
YP_001293292.1,YP_010085400.1,43.784
YP_001293292.1,YP_009268819.1,43.474
YP_001293292.1,YP_010085236.1,44.004
YP_001293292.1,YP_009480637.1,43.54
NP_044064.1,YP_001293292.1,44.248
YP_010803498.1,YP_010841576.1,44.485
YP_001293292.1,YP_009282822.1,50.661
YP_001293292.1,YP_009281876.1,50.605
YP_001293292.1,YP_233011.1,50.606
YP_001293292.1,YP_717438.1,50.441
YP_001293292.1,YP_008658523.1,48.136
YP_001293292.1,YP_009143437.1,51.762
YP_001293292.1,YP_010377118.1,50.937
NP_536548.1,YP_001293292.1,51.047
NP_042158.1,YP_001293292.1,50.937
YP_001293292.1,YP_009408307.1,50.71
YP_001293292.1,YP_010085797.1,50.22
NP_671631.1,YP_001293292.1,50.496
YP_001293292.1,YP_010509339.1,50.715
YP_001293292.1,YP_009408509.1,51.525
YP_001293292.1,YP_010085587.1,50.935
YP_003407058.1,YP_009255109.1,72.326
YP_010803459.1,YP_010841636.1,40.622
YP_010803475.1,YP_010841774.1,46.524
YP_010803475.1,YP_010841616.1,41.695
NP_064938.1,YP_008004571.1,51.362
NP_064938.1,YP_008004269.1,52.492
YP_010803426.1,YP_010841664.1,46.667
YP_009046223.1,YP_009046453.1,93.763
YP_009046453.1,YP_009448154.1,96.473
NP_051988.1,YP_001293292.1,62.939
YP_001293292.1,YP_009329735.1,63.146
YP_001293292.1,YP_005296306.1,63.877
NP_051813.1,YP_001293292.1,64.325
NP_073486.1,YP_001293292.1,66.961
NP_938356.1,YP_001293292.1,66.961
YP_001293292.1,YP_227485.1,70.992
NP_659673.1,YP_001293292.1,97.345
YP_009448093.1,YP_717435.1,60.282
YP_009046167.1,YP_717435.1,60.141
YP_009046402.1,YP_717435.1,60.282
YP_003457389.1,YP_717435.1,57.546
YP_009177147.1,YP_717435.1,61.127
YP_009389371.1,YP_717435.1,58.674
YP_001293292.1,YP_004821465.1,51.532
YP_009342167.1,YP_010087968.1,75.841
YP_009342174.1,YP_010087950.1,84.527
YP_010085705.1,YP_232917.1,97.406
YP_010377025.1,YP_232917.1,97.406
NP_043988.1,YP_010377051.1,56.966
YP_010085397.1,YP_717435.1,61.331
YP_010085233.1,YP_717435.1,61.331
YP_009480634.1,YP_717435.1,64.426
YP_009268816.1,YP_717435.1,65.297
YP_009329732.1,YP_717435.1,68.759
YP_001293292.1,YP_009408057.1,57.987
NP_659655.1,NP_957845.1,55.654
NP_659655.1,YP_009112807.1,55.33
NP_659655.1,NP_957977.1,54.822
YP_009112822.1,YP_717435.1,58.11
YP_001425677.1,YP_001498126.1,41.667
YP_001425677.1,YP_009665224.1,41.667
YP_001425677.1,YP_001497251.1,41.875
YP_001425677.1,YP_009325599.1,41.814
YP_001425677.1,YP_009701716.1,35.853
YP_001425677.1,YP_001425699.1,36.508
NP_043988.1,YP_010085516.1,56.614
NP_043988.1,YP_009407990.1,51.675
NP_043988.1,YP_009143369.1,55.732
NP_043988.1,YP_009480567.1,57.067
NP_043988.1,YP_010085169.1,61.538
NP_043988.1,YP_009408442.1,56.184
NP_043988.1,YP_009408240.1,56.184
YP_009329735.1,YP_010085400.1,43.33
YP_009329735.1,YP_010085236.1,43.798
YP_001425677.1,YP_009701714.1,68.933
YP_001425677.1,YP_001425684.1,69.639
YP_001425677.1,YP_001497243.1,65.82
YP_001425677.1,YP_001425691.1,70.102
YP_010509246.1,YP_232917.1,99.057
YP_008003520.1,YP_008003821.1,100.0
NP_043988.1,YP_010509272.1,56.614
NP_043988.1,YP_232944.1,56.79
NP_659655.1,YP_009268801.1,60.506
NP_659655.1,YP_008658501.1,63.359
NP_042139.1,NP_659655.1,66.752
NP_659655.1,YP_009143418.1,66.624
NP_659655.1,YP_009281857.1,66.879
NP_659655.1,YP_009282803.1,66.624
NP_659655.1,YP_010509320.1,66.879
NP_536529.1,NP_659655.1,67.006
NP_659655.1,YP_232992.1,67.006
NP_659655.1,YP_010085778.1,66.879
NP_659655.1,YP_717419.1,67.006
NP_659655.1,YP_009408490.1,68.838
YP_010803409.1,YP_010841674.1,30.374
YP_004061441.1,YP_004063442.1,60.739
YP_004063442.1,YP_009465729.1,61.497
YP_009329735.1,YP_009448096.1,40.939
YP_009329735.1,YP_009389374.1,40.839
NP_044045.1,NP_659655.1,56.091
NP_659671.1,YP_001293290.1,98.276
NP_957860.1,YP_001293289.1,57.243
YP_001293289.1,YP_009389371.1,58.087
NP_957992.1,YP_001293289.1,58.228
YP_001293289.1,YP_003457389.1,57.725
YP_001293289.1,YP_009177147.1,61.463
YP_001293289.1,YP_009112822.1,58.169
YP_001293289.1,YP_009448093.1,62.447
NP_955267.1,YP_001293289.1,62.729
YP_001293289.1,YP_009046167.1,62.729
YP_001293289.1,YP_009046402.1,62.869
YP_001293289.1,YP_010085233.1,60.82
YP_001293289.1,YP_010085397.1,60.962
NP_044061.1,YP_001293289.1,62.006
YP_001293289.1,YP_009480634.1,65.077
YP_001293289.1,YP_009268816.1,68.927
YP_009046451.1,YP_009448150.1,96.614
YP_001293289.1,YP_004821461.1,71.73
NP_536545.1,YP_001293289.1,71.289
NP_042155.1,YP_001293289.1,71.709
YP_001293289.1,YP_010377115.1,71.429
NP_671628.1,YP_001293289.1,71.429
YP_001293289.1,YP_010085794.1,71.709
YP_001293289.1,YP_010509336.1,71.709
YP_001293289.1,YP_233008.1,71.709
YP_001293289.1,YP_009408506.1,72.113
YP_001293289.1,YP_717435.1,71.709
YP_001293289.1,YP_009408304.1,72.254
YP_001293289.1,YP_010085584.1,71.849
YP_001293289.1,YP_009281873.1,72.254
YP_001293289.1,YP_009282819.1,71.849
YP_001293289.1,YP_009143434.1,72.129
YP_001293289.1,YP_784318.1,53.955
YP_009046219.1,YP_009046450.1,95.014
YP_009046450.1,YP_009448149.1,95.568
NP_051995.1,YP_227492.1,64.737
YP_009329735.1,YP_010509339.1,49.612
YP_009329735.1,YP_010085797.1,49.779
YP_009329735.1,YP_009408509.1,51.535
YP_009329735.1,YP_009408307.1,52.141
YP_009329735.1,YP_009408057.1,57.923
YP_004061790.1,YP_007674779.1,71.702
YP_004061790.1,YP_009173162.1,94.906
YP_004061792.1,YP_009173164.1,99.531
YP_004061790.1,YP_009172883.1,42.676
YP_009046220.1,YP_009046451.1,93.426
NP_073483.1,YP_001293289.1,77.451
YP_001293289.1,YP_009329732.1,77.298
YP_001293289.1,YP_005296303.1,78.134
YP_001293289.1,YP_009408054.1,78.182
YP_001293289.1,YP_227482.1,81.119
NP_051985.1,YP_001293289.1,81.32
NP_051810.1,YP_001293289.1,81.882
NP_659670.1,YP_001293289.1,98.459
YP_001293289.1,YP_008658520.1,67.651
NP_051997.1,YP_233020.1,57.287
NP_051997.1,YP_010377127.1,57.404
NP_051997.1,YP_010509348.1,57.49
NP_051997.1,YP_227494.1,61.538
YP_009052313.1,YP_009052359.1,79.268
YP_009052313.1,YP_009052323.1,82.353
YP_009052313.1,YP_009052339.1,83.81
NP_051892.1,NP_052044.1,100.0
YP_004063442.1,YP_007676316.1,70.629
YP_009329735.1,YP_009480637.1,44.083
YP_009329735.1,YP_010085587.1,49.558
YP_009329735.1,YP_010377118.1,49.834
NP_051997.1,NP_536556.1,57.404
NP_938353.1,YP_001293289.1,75.664
NP_051997.1,YP_009143446.1,57.692
NP_051997.1,YP_008658532.1,49.791
NP_051997.1,YP_009268828.1,54.818
NP_051997.1,YP_004821475.1,55.625
NP_051997.1,YP_005296315.1,54.071
NP_064952.1,YP_008004283.1,74.011
YP_009046449.1,YP_009448148.1,91.126
YP_009046218.1,YP_009046449.1,94.539
YP_010776609.1,YP_010788590.1,67.085
YP_003407058.1,YP_009094790.1,100.0
YP_001293288.1,YP_005296302.1,72.995
YP_001293288.1,YP_009329731.1,73.458
NP_938352.1,YP_001293288.1,74.933
NP_073482.1,YP_001293288.1,74.933
NP_051984.1,YP_001293288.1,74.663
NP_051809.1,YP_001293288.1,74.933
YP_001293288.1,YP_227481.1,76.613
NP_659669.1,YP_001293288.1,97.6
YP_010776609.1,YP_010788725.1,66.162
YP_010776609.1,YP_010788495.1,68.434
YP_009665335.1,YP_009701780.1,50.137
YP_009665333.1,YP_009701782.1,70.226
YP_009163883.1,YP_009552364.1,38.647
YP_009163883.1,YP_010084821.1,38.647
YP_009163883.1,YP_010793864.1,41.419
YP_009163883.1,YP_009508675.1,41.367
NP_051997.1,YP_009282831.1,57.576
NP_043988.1,YP_008658454.1,65.018
NP_659655.1,YP_784303.1,46.125
NP_659655.1,NP_955105.1,55.696
NP_659655.1,YP_009046058.1,56.511
NP_659655.1,YP_009046295.1,56.511
NP_659655.1,YP_009447975.1,56.764
NP_659655.1,YP_009177056.1,57.522
NP_659655.1,YP_010085218.1,55.276
NP_659655.1,YP_010085382.1,55.151
NP_659655.1,YP_009480619.1,58.281
NP_659655.1,YP_009389355.1,54.892
NP_659655.1,YP_003457373.1,55.019
YP_004061790.1,YP_009172610.1,67.483
YP_010776609.1,YP_010788722.1,66.158
YP_010776609.1,YP_010788500.1,67.939
YP_010776609.1,YP_010788587.1,64.646
YP_010776609.1,YP_010788589.1,67.176
YP_010776609.1,YP_010788723.1,66.667
YP_010776609.1,YP_010788493.1,65.657
YP_010776609.1,YP_010788428.1,65.942
YP_009702551.1,YP_009703042.1,87.269
YP_009408305.1,YP_717436.1,82.578
YP_009281874.1,YP_717436.1,93.728
YP_009143435.1,YP_717436.1,95.122
YP_009282820.1,YP_717436.1,94.425
YP_010085795.1,YP_717436.1,98.611
YP_010085585.1,YP_717436.1,98.958
YP_010377116.1,YP_717436.1,98.958
YP_010509337.1,YP_717436.1,99.306
NP_064955.1,YP_008004588.1,65.306
NP_064955.1,YP_008004286.1,64.626
NP_064952.1,YP_008003730.1,66.415
NP_064952.1,YP_008003986.1,66.667
NP_064952.1,YP_008004585.1,72.128
NP_051997.1,YP_009329743.1,54.906
NP_051997.1,YP_717447.1,57.085
NP_051997.1,YP_009408316.1,57.557
NP_051997.1,YP_009408518.1,57.557
NP_042166.1,NP_051997.1,57.287
NP_051997.1,YP_010085805.1,56.68
NP_051997.1,YP_010085596.1,56.364
NP_051997.1,YP_009281885.1,59.275
NP_043988.1,YP_010085333.1,62.587
YP_004063442.1,YP_009665063.1,71.629
YP_004063442.1,YP_009172504.1,88.055
YP_004063442.1,YP_009172777.1,86.911
YP_004063442.1,YP_007674885.1,93.867
YP_004063442.1,YP_009173022.1,98.123
YP_004061651.1,YP_004063442.1,98.464
NP_048184.1,NP_064956.1,59.613
NP_064956.1,YP_009001583.1,68.991
NP_064956.1,YP_008003982.1,89.701
NP_064956.1,YP_008003731.1,90.0
NP_064956.1,YP_008004589.1,90.896
NP_064956.1,YP_008004287.1,91.343
NP_051997.1,YP_009480646.1,51.891
YP_009046448.1,YP_009448147.1,84.225
YP_009046217.1,YP_009046448.1,92.905
NP_051997.1,YP_009408066.1,58.913
YP_004061896.1,YP_004063442.1,73.473
YP_004061641.1,YP_009665057.1,66.89
YP_004061641.1,YP_007676078.1,64.494
YP_003407112.1,YP_009507109.1,49.265
YP_003407112.1,YP_009094846.1,99.814
YP_009238976.1,YP_009507109.1,50.64
YP_009238974.1,YP_009345194.1,73.95
YP_001293285.1,YP_003457385.1,45.088
YP_001293285.1,YP_009112818.1,44.64
NP_957988.1,YP_001293285.1,41.496
YP_001293285.1,YP_784314.1,42.924
NP_957856.1,YP_001293285.1,42.541
YP_001293285.1,YP_009389367.1,44.461
NP_955263.1,YP_001293285.1,51.857
YP_001293285.1,YP_009046163.1,53.894
YP_001293285.1,YP_009448089.1,53.738
YP_001293285.1,YP_010085393.1,52.725
YP_001293285.1,YP_009268812.1,53.092
YP_001293285.1,YP_010085229.1,53.372
YP_001293285.1,YP_009177143.1,56.061
YP_001293285.1,YP_009480630.1,55.758
NP_044057.1,YP_001293285.1,57.721
YP_001293285.1,YP_008658516.1,58.595
YP_001293285.1,YP_004821457.1,63.222
YP_001293285.1,YP_009408050.1,64.148
YP_001293285.1,YP_009143430.1,64.502
YP_001293285.1,YP_009408300.1,65.653
YP_001293285.1,YP_009281869.1,64.404
YP_001293285.1,YP_009408502.1,65.653
YP_001293285.1,YP_010085790.1,65.046
YP_001293285.1,YP_233004.1,65.502
YP_001293285.1,YP_717431.1,65.502
YP_001293285.1,YP_010085580.1,65.198
NP_536541.1,YP_001293285.1,65.502
YP_001293285.1,YP_010377111.1,65.502
YP_001293285.1,YP_010509332.1,65.502
NP_042151.1,YP_001293285.1,65.35
YP_001293285.1,YP_009282815.1,65.611
YP_001293285.1,YP_009329728.1,71.235
YP_001293285.1,YP_005296299.1,71.837
NP_051981.1,YP_001293285.1,71.579
NP_938349.1,YP_001293285.1,75.0
NP_051806.1,YP_001293285.1,73.112
NP_073479.1,YP_001293285.1,74.057
YP_001293285.1,YP_009046398.1,53.738
NP_659666.1,YP_001293285.1,99.092
YP_003987041.1,YP_004894696.1,67.134
YP_003987041.1,YP_010776498.1,67.134
YP_003987041.1,YP_010789888.1,67.389
NP_671624.1,YP_001293285.1,65.35
YP_003987041.1,YP_010841936.1,72.357
YP_003987041.1,YP_010777440.1,98.854
YP_003986542.1,YP_010789416.1,56.271
YP_003986542.1,YP_010779931.1,61.184
YP_003986542.1,YP_010776956.1,77.98
YP_008004402.1,YP_008004700.1,99.235
YP_001293285.1,YP_227478.1,76.692
YP_004895020.1,YP_010788395.1,91.866
YP_003987041.1,YP_010779402.1,68.28
YP_009702551.1,YP_009702878.1,87.454
YP_010803330.1,YP_010803335.1,54.72
YP_010803335.1,YP_010803346.1,49.653
YP_010803331.1,YP_010803332.1,41.729
YP_004895020.1,YP_010776789.1,87.799
YP_010085587.1,YP_717438.1,96.976
YP_010377118.1,YP_717438.1,97.758
YP_010509339.1,YP_717438.1,96.749
YP_010085797.1,YP_717438.1,96.865
YP_009238961.1,YP_009507089.1,83.215
YP_009238965.1,YP_009345206.1,75.871
YP_009238965.1,YP_009507092.1,88.131
YP_001293281.1,YP_784310.1,47.645
NP_955093.1,YP_001293281.1,53.526
YP_001293281.1,YP_009447967.1,55.784
YP_001293281.1,YP_009046050.1,55.784
YP_001293281.1,YP_009046287.1,55.784
YP_001293281.1,YP_009177049.1,54.513
YP_001293281.1,YP_003457381.1,54.463
YP_009238965.1,YP_009254859.1,64.516
YP_009702551.1,YP_009927270.1,97.786
YP_001293281.1,YP_009389362.1,55.92
YP_001293281.1,YP_010085389.1,55.948
YP_001293281.1,YP_010085225.1,56.401
YP_001293281.1,YP_009112814.1,56.648
NP_957984.1,YP_001293281.1,55.373
NP_044053.1,YP_001293281.1,55.474
YP_001293281.1,YP_009480626.1,63.206
YP_001293281.1,YP_008658512.1,61.384
YP_001293281.1,YP_009268808.1,65.091
NP_671620.1,YP_001293281.1,68.498
YP_001293281.1,YP_004821453.1,69.035
YP_001293281.1,YP_010377107.1,68.315
NP_536537.1,YP_001293281.1,68.315
YP_001293281.1,YP_010509328.1,68.498
YP_001293281.1,YP_009408296.1,70.674
YP_009702551.1,YP_009702712.1,99.262
NP_536530.1,YP_009389356.1,69.243
NP_536530.1,YP_009112808.1,68.927
YP_009010684.1,YP_009325819.1,34.281
YP_009010684.1,YP_009552356.1,38.183
YP_009010684.1,YP_010084829.1,38.183
YP_009010684.1,YP_009046706.1,41.408
YP_010776609.1,YP_010788588.1,65.049
YP_001293281.1,YP_009281865.1,68.132
NP_042147.1,YP_001293281.1,68.681
YP_001293281.1,YP_233000.1,68.864
YP_001293281.1,YP_717427.1,68.681
YP_001293281.1,YP_009282811.1,68.498
YP_001293281.1,YP_010085576.1,68.498
YP_001293281.1,YP_009408498.1,70.674
YP_001293281.1,YP_009143426.1,68.864
YP_001293281.1,YP_009408046.1,74.24
YP_001293281.1,YP_005296295.1,76.321
YP_001293281.1,YP_009329724.1,75.774
NP_051802.1,YP_001293281.1,75.636
NP_051977.1,YP_001293281.1,76.545
NP_938345.1,YP_001293281.1,79.599
NP_073475.1,YP_001293281.1,80.51
NP_957852.1,YP_001293281.1,54.827
YP_010803245.1,YP_010841865.1,50.96
YP_010803255.1,YP_010841881.1,45.241
YP_010803255.1,YP_010804495.1,56.39
YP_009010684.1,YP_009021205.1,58.693
NP_597675.1,YP_009046050.1,96.636
NP_043986.1,YP_009143508.1,33.365
NP_659662.1,YP_001293281.1,99.454
YP_001293281.1,YP_010085786.1,68.681
YP_001293281.1,YP_227474.1,79.636
NP_659661.1,YP_001293280.1,98.258
NP_073469.1,NP_659656.1,87.402
NP_659656.1,NP_938339.1,88.189
NP_659656.1,YP_009408039.1,87.717
NP_051795.1,NP_659656.1,87.559
NP_051970.1,NP_659656.1,87.717
NP_659656.1,YP_227468.1,88.976
YP_003987043.1,YP_010789891.1,58.502
YP_003987043.1,YP_010780340.1,55.04
YP_003987043.1,YP_010781626.1,54.839
YP_003987043.1,YP_007354532.1,57.895
YP_003987043.1,YP_010776500.1,59.919
YP_003987043.1,YP_004894699.1,60.121
YP_003987043.1,YP_010788705.1,60.324
YP_003987043.1,YP_010841938.1,65.859
NP_659656.1,YP_009408491.1,81.761
NP_659656.1,YP_009143419.1,80.22
NP_659656.1,YP_009282804.1,80.691
NP_043986.1,YP_010377176.1,33.235
NP_043986.1,YP_005296351.1,32.347
NP_043986.1,YP_009408395.1,32.671
NP_043986.1,YP_010509402.1,33.465
NP_043986.1,NP_536609.1,32.578
NP_042238.1,NP_043986.1,33.635
NP_043986.1,YP_009282894.1,33.213
YP_003457310.1,YP_003457431.1,100.0
YP_010803226.1,YP_010841833.1,50.437
YP_010803200.1,YP_010841802.1,36.549
YP_010803204.1,YP_010841823.1,38.578
NP_043986.1,YP_004821357.1,32.146
NP_043986.1,YP_010085660.1,31.917
NP_043986.1,YP_009448016.1,33.498
NP_043986.1,YP_009046094.1,33.3
NP_043986.1,YP_009046331.1,33.496
NP_043986.1,YP_009281948.1,32.457
NP_043986.1,YP_009143326.1,33.365
NP_043986.1,YP_010085869.1,32.643
NP_659656.1,YP_009281858.1,80.691
NP_042140.1,NP_659656.1,80.377
NP_659656.1,YP_008658502.1,81.051
NP_659656.1,NP_671613.1,80.848
NP_659656.1,YP_232993.1,80.691
NP_659656.1,YP_010085568.1,80.848
NP_659656.1,YP_010377100.1,80.848
NP_659656.1,YP_009408289.1,81.761
NP_536530.1,NP_659656.1,80.848
NP_659656.1,YP_010085779.1,81.005
NP_659656.1,YP_005296288.1,85.354
NP_659656.1,YP_009329717.1,85.669
YP_009112825.1,YP_717438.1,38.529
YP_009389374.1,YP_717438.1,38.877
YP_009268819.1,YP_717438.1,42.424
YP_003987043.1,YP_010779398.1,58.502
NP_051887.1,NP_052049.1,100.0
YP_008357377.1,YP_009021172.1,58.451
YP_008357377.1,YP_009010617.1,72.34
YP_008357377.1,YP_009010379.1,97.4
YP_008357377.1,YP_009010844.1,98.345
YP_008357380.1,YP_009010620.1,79.941
YP_008357380.1,YP_009010382.1,100.0
